内容,时间,分词,情感分值,情感类型
已经有啦 嘻嘻,2023-02-04 14:04,嘻嘻,0.9605,pos
问一下各位医学院的学长学姐，咱们院选修的神生还用自己选吗，还有没有和神生一样必须选的吗,2023-02-04 11:27,医学院 学长 学姐 选修 生还 神生,0.9869,pos
我的建议是有就选，后期课程压力挺大，抓紧把学分拿够可以减轻后期负担,2023-02-04 13:03,建议 后期 课程 压力 挺大 抓紧 学分 拿够 减轻 后期 负担,0.9581,pos
而且选修不算绩点，过了就行，挂了也没事，基本老师都会让过的,2023-02-04 13:04,选修 不算 绩点 没事 老师,0.7275,pos
如题，明年六月份就毕业了，感觉一战成绩没希望了，想要下半年接着在校内学有什么办法吗?,2023-01-23 14:11,明年 六月份 毕业 感觉 一战 成绩 希望 想要 下半年 校内 学有 办法,0.9081,pos
说是明年没有疫情管控了，但感觉租个房子在校附近，每天出入学校还是不现实，有相关经验的吧友可以传授一下吗,2023-01-23 14:13,明年 疫情 管控 感觉 租个 房子 在校 出入 学校 现实 相关 经验 传授,0.2171,neg
帮顶,2023-01-24 21:53,帮顶,0.9216,pos
打扰了，出租次卧，自己房子，无中介费，郑州大学家属院，视野好，采光好，地铁口，盛和苑西门过马路就到郑州大学！拎包入住！24小时热水，空调家具家电齐全…wifi免费！15903627898  ，谢谢,2023-01-31 15:19,打扰 出租 房子 中介费 郑州大学 家属院 视野 采光 地铁口 盛和苑 西门 马路 郑州大学 拎包 入住 小时 热水 空调 家具 家电 齐全 免费 谢谢,0.9775,pos
有啥不现实的？校门外很多考研自习室的。或者钻到学校,2023-02-03 21:18,现实 门外 考研 自习室 学校,0.8156,pos
怎么感觉有点黄,2023-02-04 02:06,感觉,0.6256,pos
微信小程序，青鸟壁纸,2023-02-04 09:55,微信 程序 青鸟 壁纸,0.2149,neg
// :分享贴子,2023-02-04 03:28,分享 贴子,0.8336,pos
外人要报备,2023-01-09 10:42,外人 报备,0.4819,pos
打个🦶,2023-01-09 13:26,打个,0.3501,pos
私信，我带你进去，不忽悠，我只想找个朋友，缓解备考之苦,2023-02-03 21:44,私信 忽悠 找个 朋友 缓解 备考 之苦,0.2189,neg
快毕业答辩了，论文还没开始写，格式也不懂，有没有群，一块讨论一下,2023-02-03 21:47,毕业 答辩 论文 格式 有没有 一块 讨论一下,0.6523,pos
找上一届的，改,2023-02-03 22:08,一届,0.5628,pos
私信，我带你进去，不忽悠，我只想找个朋友，缓解备考之苦,2023-02-03 21:37,私信 忽悠 找个 朋友 缓解 备考 之苦,0.2189,neg
去郑州玩，想去瞻仰瞻仰,2023-01-30 14:40,郑州 瞻仰 瞻仰,0.9124,pos
你好，不知道,2023-01-30 23:18,你好,0.7452,pos
你好，不知道,2023-01-30 23:26,你好,0.7452,pos
不让,2023-02-03 21:23,不让,0.1999,neg
你好，不知道,2023-02-03 21:29,你好,0.7452,pos
想卷一卷了xdm,2022-12-05 20:27,想卷 一卷,0.6685,pos
不准卷,2022-12-06 10:37,不准,0.0673,neg
本科生2月11，12日报到,2023-01-28 09:27,本科生 日报,0.2892,neg
求考友，私信,2023-02-03 21:24,考友 私信,0.9768,pos
贴吧新春活动提现🧧时候给的图，“郑州大学吧祝你往来皆好”有种黑暗中孕育新生的美,2023-02-03 20:56,新春 活动 提现 郑州大学 往来 有种 黑暗 孕育 新生,0.86,pos
丁老师的数学讲的很通俗易懂啊，用很简单的方式去推导，数学笨蛋表示真的很有用,2023-02-03 18:03,老师 数学 通俗易懂 简单 方式 推导 数学 笨蛋 真的 有用,0.6409,pos
什么是通行码,2023-02-03 17:52,通行,0.3851,pos
在家复习实在学不进去，现在可以提前返校吗,2023-01-29 18:44,在家 复习 实在 学不 提前 返校,0.6785,pos
同问,2023-01-30 13:15,同问,0.5285,pos
问导员吧,2023-01-30 15:00,问导员,0.3598,pos
2月13号开学么,2023-02-03 16:05,开学,0.759,pos
各位学长学姐们请问临床五年制大一下选课都有什么，哪个老师比较好过？🙏,2023-02-03 13:03,学长 学姐 请问 临床 五年制 选课 老师 好过,0.9734,pos
21级，前来咨询,2023-02-02 23:55,前来 咨询,0.9365,pos
软件学院？,2021-04-27 17:25,软件 学院,0.1671,neg
帖子沉了呀,2021-05-06 11:22,帖子,0.4743,pos
楼主，高级程序设计是机考吗？,2022-02-22 18:41,楼主 高级 程序设计 机考,0.9579,pos
插眼,2022-02-23 15:56,插眼,0.6214,pos
郑大软件学院的研究生在哪个校区啊？,2021-01-25 14:42,郑大 软件 学院 研究生 校区,0.8915,pos
新校区,2021-01-27 17:20,校区,0.9135,pos
你是21复试还是22考研？,2021-01-27 17:20,复试 考研,0.4951,pos
在北校区，金水区文化路97号，郑州大学工学院,2021-02-01 20:52,北校区 金水区 文化路 郑州大学 工学院,0.9518,pos
不封吧,2023-02-02 11:25,不封,0.1142,neg
封了，刚被门口保安拦下，说没接到开放通知,2023-02-02 18:44,门口 保安 拦下 接到 开放 通知,0.3415,neg
没开放，刚被保安拦下，说没接到开放通知,2023-02-02 18:45,开放 保安 拦下 接到 开放 通知,0.3608,pos
给猫咪找领养。一只英短蓝白，因为特殊原因也养不了了，所以需要给他找一个有爱心的主人。有喜欢蓝白或者喜欢猫咪的。可以联系我免费送，完全免费。我自己已经出了钱给他做绝育了。你什么钱都不用花，只需要去接到猫带走。,2023-02-02 15:41,猫咪 领养 一只 英短 蓝白 原因 爱心 主人 喜欢 蓝白 喜欢 猫咪 免费送 完全免费 绝育 不用 接到 带走,0.9952,pos
好好好,2023-01-30 20:35,好好,0.8408,pos
什么三体,2023-01-31 08:10,三体,0.7684,pos
大好事,2023-01-31 11:41,大好事,0.6105,pos
正确的带专打开方式,2023-01-31 15:03,正确 打开方式,0.7987,pos
早该没没了,2023-02-02 12:48,早该,0.4427,pos
去年是311，今年不知道,2023-02-02 11:55,去年,0.6033,pos
海文考研的老师真的教的好细致，每个知识点都讲的很透彻，而且讲的风趣幽默，没有干巴巴的念题,2023-02-02 10:41,海文 考研 老师 真的 细致 知识点 透彻 风趣 幽默 干巴巴 念题,0.9874,pos
之前大一带过挺久的家教，后来疫情严重带不了了 最近放开了想再赚点钱，然后发现之前的平台没了。不知道去哪里能找到单子,2023-01-04 20:18,一带 过挺久 家教 疫情 放开 赚点 发现 平台 找到 单子,0.8627,pos
进群,2023-02-01 19:05,进群,0.5056,pos
好厉害,2023-02-01 21:00,厉害,0.4954,pos
想问一下郑大编译原理和数据库是哪本教材,2023-02-01 15:24,郑大 编译 原理 数据库 哪本 教材,0.3994,pos
应该是这两本🤔,2023-02-01 17:40,两本,0.6567,pos
我看看谁不把郑带作为主吧,2023-01-19 18:27,郑带 主吧,0.3031,neg
大伙们快来氵,2023-01-19 18:27,大伙,0.5691,pos
这个怎么弄的,2023-01-19 18:44,怎么弄,0.0954,neg
怎么回事呢,2023-01-19 22:05,怎么回事,0.0947,neg
吧主的女友是我的好朋友1-5部,2023-01-20 08:55,女友 朋友,0.6163,pos
唯一黄牌给郑带了,2023-02-01 19:29,唯一 黄牌 郑带,0.2165,neg
看起来没有什么含金量呀。？？,2023-02-01 14:09,含金量,0.6366,pos
我们是驾校,2023-02-01 14:11,驾校,0.3114,neg
这AD钙奶的颜色怎么看着这么不对尼,2023-02-01 14:40,钙奶 颜色 看着,0.8523,pos
不是幼稚园¿,2023-02-01 14:58,幼稚园,0.5583,pos
我们是螺丝厂,2023-02-01 15:22,螺丝,0.5126,pos
不是幼教中心？,2023-02-01 15:38,幼教 中心,0.7204,pos
已向上级领导反应,2023-02-01 17:01,上级领导,0.1702,neg
看见这种广告就特别尴尬，郑带唉,2023-02-01 18:44,广告 特别 尴尬 郑带,0.132,neg
虽然已经没有封校的理由了  但是感觉zzu没啥不敢干的,2023-02-01 16:07,封校 理由 感觉,0.485,pos
化学院武杰老师怎么样,2023-02-01 11:57,学院 武杰 老师,0.818,pos
郑州大学年后几号开学啊！,2023-01-06 14:46,郑州大学 几号 开学,0.9172,pos
2月11-12号报道 13号正式上课,2023-01-07 17:22,报道 正式 上课,0.6475,pos
不想开学，只想在家吃肉肉,2023-02-01 00:11,不想 开学 只想 在家,0.1189,neg
有个快递估计2.1就能到，离开学还有10多天，需要再找人代取吗,2023-01-31 12:30,有个 快递 估计 离开 多天 代取,0.3045,neg
要是有人跟我一样不清楚可以看看5楼发的,2023-01-31 20:56,有人 楼发,0.3885,pos
有无拼车的友友,2022-11-28 11:32,有无 拼车 友友,0.4475,pos
友友，有郑州登封拼车群吗,2023-01-31 17:24,友友 郑州 登封 拼车,0.8776,pos
从2017年毕业起就没吃过这么好吃的麻辣香锅了，我记得原来有一个群的，大家谁有群号啊？想进群,2022-08-07 16:13,毕业 没吃过 好吃 麻辣 香锅 记得 进群,0.9178,pos
有，但是学弟没群号,2022-08-12 06:36,学弟 没群,0.3445,neg
好吃吗，还贵，现在聚英园二楼新装修后那家香锅不错,2023-01-31 15:32,好吃 还贵 聚英园 二楼 新装修 那家 香锅 不错,0.9577,pos
网上找一下往年的试卷就行,2023-01-28 15:36,网上 往年 试卷 就行,0.4906,pos
打扰了，出租次卧，自己房子，无中介费，郑州大学家属院，视野好，采光好，地铁口，盛和苑西门过马路就到郑州大学！拎包入住！24小时热水，空调家具家电齐全…wifi免费！15903627898  ，谢谢,2023-01-31 15:20,打扰 出租 房子 中介费 郑州大学 家属院 视野 采光 地铁口 盛和苑 西门 马路 郑州大学 拎包 入住 小时 热水 空调 家具 家电 齐全 免费 谢谢,0.9775,pos
请问郑州大学附近。有买大学教材的没，想买套高数和弹性力学,2023-01-31 10:47,请问 郑州大学 大学 教材 想买套 高数 弹性 力学,0.9556,pos
看学科评估郑大的仪器仪表没有排上号，专业不强，但好歹是个211，薪资会有点低吗，而且以后去哪里就业了，有没有仪器仪表的学长帮我解答一下呢？最近择校有点头疼,2023-01-28 22:34,学科 评估 郑大 仪器仪表 排上 专业 好歹 薪资 就业 有没有 仪器仪表 学长 解答 择校 头疼,0.8822,pos
仪器仪表毕业去比亚迪,2023-01-29 00:27,仪器仪表 毕业 比亚迪,0.9765,pos
郑大仪器是在物理院下的，所以可能学科评估在物理里面了,2023-01-29 02:46,郑大 仪器 物理 院下 学科 评估 物理,0.5261,pos
不知道是不是身边人正经的原因，我在郑大这四年没见人去过酒吧，约过炮，嫖过娼,2021-04-21 11:28,身边 正经 原因 郑大 四年 没见 去过 酒吧 过炮 嫖过,0.064,neg
一方面感觉思想保守 一方面可能也是💰,2021-04-21 15:17,感觉 思想保守,0.2806,neg
医学🐶天天自习，连商业街都没逛过,2021-04-22 07:17,医学 天天 自习 商业街 逛过,0.9117,pos
这样不好吗？真以为咱学校艾滋病少了？,2021-04-22 08:24,不好 学校 艾滋病,0.0202,neg
很正常，我也没见过,2021-04-22 08:38,没见,0.1868,neg
我室友经常去pc,2021-04-22 08:40,室友,0.4483,pos
你以为郑大是三本技校吗？,2021-04-22 09:35,郑大是 三本 技校,0.3732,pos
同学以前经常说北门莲花街的价格，可惜现在没了,2021-04-22 09:57,同学 北门 莲花 价格 可惜,0.5958,pos
那不挺好的，说明你圈子不乱啊,2021-04-22 10:26,圈子 不乱,0.1588,neg
那不挺好的，圈子不乱，蹦迪pc还能是啥好人吗,2021-04-22 10:30,圈子 蹦迪 好人,0.9862,pos
人家yp pc了也不会告诉你啊,2021-04-22 10:53,告诉,0.4786,pos
管城区炸🐔店🐧811823516,2021-04-22 11:27,城区,0.4863,pos
这种事会给你说吗？,2021-04-22 11:28,事会,0.6027,pos
烂裤裆,2021-04-22 14:05,裤裆,0.1066,neg
考研吧    米阁研家寄宿考研 来学习,2021-04-22 14:17,考研 米阁 研家 寄宿 考研 学习,0.5928,pos
说明你这环境好呀，多搞搞事业,2021-04-22 15:59,环境 搞搞 事业,0.3424,neg
你请客，我带你去,2021-04-22 20:36,请客 带你去,0.9173,pos
有门路着你请客，带我一起,2021-04-22 20:56,门路 请客,0.6784,pos
又不是带专学校 肯定的呀,2021-04-22 21:07,学校 肯定,0.5921,pos
多专心学术,2021-04-22 22:33,专心 学术,0.9278,pos
三环内秒到,2021-04-22 22:45,三环,0.8831,pos
我怀疑你发帖是想打听哪里能票昌的。,2021-04-23 07:45,怀疑 发帖 打听 能票昌,0.0452,neg
物以类聚人以群分,2021-04-23 17:07,物以类聚 人以群分,0.1271,neg
这不很正常吗？我们整个班男生都没有,2021-04-23 21:00,男生,0.6092,pos
来考研提升自己吧,2021-05-03 18:08,考研 提升,0.5352,pos
你还想嫖娼？上一个嫖娼的已经被抓进去了,2023-01-24 00:27,嫖娼 嫖娼 抓进去,0.055,neg
都想润出河南 哈哈哈哈,2023-01-24 04:00,想润出 河南 哈哈哈哈,0.9836,pos
我室友经常开impact,2023-01-24 07:37,室友,0.4483,pos
这是,2023-01-24 09:01,这是,0.3918,pos
？左转说唱学院,2023-01-25 10:11,左转 说唱 学院,0.3624,pos
那当然，室友都是不抽烟不喝酒的好人捏，寝室楼里抽烟都会被说，我们都是老实人,2023-01-30 18:18,室友 抽烟 喝酒 好人 寝室 抽烟 老实人,0.4602,pos
还会封校吗,2023-01-30 17:36,还会 封校,0.924,pos
看学校表现了,2023-01-30 17:52,学校 表现,0.7407,pos
第一次听说这个专业,2021-07-19 00:35,第一次 听说 专业,0.8563,pos
可以辅导图书情报专硕复试吗,2023-01-30 15:39,辅导 图书 情报 专硕 复试,0.6776,pos
刚刚买的真题资料什么的 回回本,2022-04-26 20:00,刚刚 真题 资料 回回本,0.6717,pos
私聊了,2023-01-30 10:40,私聊,0.9378,pos
华为matepad10.4，4+64，可内存拓展，华为一代笔，可商量,2023-01-29 23:30,华为 内存 拓展 华为 一代 商量,0.7324,pos
主校区柳园，看上的可以开学联系，白色的,2023-01-29 23:32,校区 柳园 看上 开学 白色,0.9685,pos
求 郑大考研971真题，最好有22年的，可以私聊我，有偿。,2022-07-18 20:48,郑大 考研 真题 私聊 有偿,0.9722,pos
没有2022的 其他年份的 以及习题集都有  需要不,2022-07-19 15:06,年份 习题集,0.6854,pos
我也需要资料，可以拼团吗,2023-01-29 16:57,资料 拼团,0.8577,pos
有偿求张郑大校园卡，南校区图书馆学习用,2023-01-28 20:34,有偿 求张 郑大 校园卡 南校区 图书馆 学习,0.8966,pos
72v大电动，买来上班骑，不限校区，18039217893可电可v,2023-01-29 12:46,电动 买来 上班 校区 可电,0.8951,pos
之前看有人说局解被举报过一次，从19级之后就很少出原题了，真的吗？,2023-01-29 09:16,有人 局解 举报 出原题 真的,0.0647,neg
局解真的太难了,2023-01-29 09:16,局解 真的 太难,0.1302,neg
开半个学期课讲一本书，完全靠自学啊,2023-01-29 09:16,半个 学期 课讲 本书 自学,0.0993,neg
比生理生化难多了,2023-01-29 09:17,生理 生化 难多,0.0685,neg
医学院18还是19来着 真的是很神奇的一届,2023-01-29 09:59,医学院 真的 神奇 一届,0.7913,pos
这吧现在好冷清啊,2020-01-14 22:31,冷清,0.1575,neg
放假了,2020-01-14 23:06,放假,0.7057,pos
我对你还有印象,2020-01-26 19:46,印象,0.4734,pos
太冷了,2020-01-26 21:36,太冷,0.3348,neg
物理学院的，信号与系统上下，电路，电磁场与电磁波，量子力学概论四门课有学长知道是哪一种吗。想在淘宝上面买。,2023-01-28 10:17,物理 学院 信号 系统 电路 电磁场 电磁波 量子力学 概论 四门 课有 学长 一种 淘宝,0.9318,pos
希腊奶,2023-01-28 11:26,希腊,0.5755,pos
艹，你还真是物院的,2023-01-29 02:47,物院,0.6105,pos
不做志愿能毕业吗,2023-01-13 15:33,志愿 毕业,0.8356,pos
志愿你不评个星级根本加不了综测。然而评星级又需要几十个小时志愿时长。总之，志愿加综测这条路建议不要考虑，可以考虑加入学生会，担任班委，参加比赛等等,2023-01-13 16:04,志愿 评个 星级 综测 星级 几十个 小时 志愿 志愿 加综测 条路 建议 学生会 担任 班委 参加 比赛,0.5255,pos
毕业和做志愿没有关系,2023-01-13 16:07,毕业 志愿 关系,0.6216,pos
